seq_name	length	cov.	circ.	repeat	mult.	graph_path
contig_137	40124	34	-	-	1	418,601,601,601,-458,137,506,517,-207
contig_138	32802	20	-	-	1	761,-889,138
contig_139	36340	25	-	-	1	253,139,806,806,870,711,658,-575,360,-158,658,-810,-226,284
contig_140	34791	43	-	-	1	-567,-567,-567,231,140,-801,241
contig_141	49754	14	-	-	1	237,141,205,-864
contig_142	63129	41	-	-	1	805,-582,475,142,173
contig_143	28056	15	-	-	1	531,143,-493,-493,-493,-417,562,691
contig_144	18597	21	-	-	1	144,-697
contig_145	25720	16	-	-	1	-677,-677,-680,431,145
contig_148	2096	59	-	+	10	148
contig_151	6132	27	-	+	1	151
contig_153	11368	22	-	+	1	153
contig_157	9455	73	-	+	2	157
contig_162	20194	7	-	-	1	162,-596,-192,495,-321
contig_165	3288	23	-	-	1	165
contig_169	1682	2	-	+	1	169
contig_171	10104	64	-	-	1	171,373,373,205
contig_172	97562	35	-	-	1	758,172,393,497,497
contig_174	9089	66	-	+	2	174
contig_176	6644	24	-	-	1	176,-379
contig_177	19502	31	-	+	1	177
contig_182	7978	10	-	+	1	182
contig_189	8175	53	-	+	2	189
contig_191	60241	35	-	-	1	191,187
contig_193	12895	33	-	-	1	697,193
contig_195	7220	85	-	+	2	195
contig_198	35753	14	-	-	1	-245,198,-226,284,542
contig_199	2513	69	-	+	3	199
contig_200	12641	84	-	+	3	200
contig_201	5996	7	-	-	1	201,724,-823,684
contig_204	72503	24	-	-	1	-877,204,-781
contig_206	34506	42	-	-	1	728,206
contig_210	11040	77	-	+	2	210
contig_215	8097	68	-	+	2	215
contig_217	6276	3	-	-	1	-798,-625,217
contig_219	5618	19	-	-	1	715,219,-397,-397,886
contig_222	46052	17	-	-	1	183,222,772,-161
contig_224	11250	1	-	-	1	224,268,-559,764,447
contig_227	5582	27	-	-	1	227
scaffold_228	115004	18	-	-	1	*,557,228,??,557,-618,114,-218
contig_230	76667	35	-	-	1	-434,230,602
contig_233	15492	11	-	-	1	-546,233,649
contig_234	2057	93	-	+	3	234
contig_235	7658	8	-	-	1	235
contig_244	14174	24	-	-	1	-551,-885,-585,244,-678,521
contig_254	8854	21	-	-	1	*,254
contig_257	3720	46	-	+	2	257
contig_258	3985	0	-	+	1	258
contig_260	7946	4	-	-	1	-886,397,397,260,517,617,*
contig_262	6126	7	-	-	1	262
contig_266	12687	32	-	-	1	325,-328,-248,266
contig_269	86249	35	-	-	1	269
contig_271	12095	27	-	-	1	271,270,-419,-614,802,349,-670,282
contig_274	7249	2	-	-	1	744,274,-196
contig_275	9628	1	-	-	1	196,275,788
contig_277	17166	22	-	-	1	181,743,743,277
contig_279	4915	3	-	-	1	279,488
contig_280	2805	68	-	+	3	280
contig_281	968	5	-	-	1	*,281,*
contig_286	768	2	-	+	1	286
contig_290	919	21	-	-	2	290
contig_292	2980	7	-	-	1	292,291
contig_294	2092	3	-	-	1	*,294,*
contig_296	23622	23	-	-	1	-725,-818,-283,296,203
contig_297	9622	45	-	-	1	-278,297,-211,530
contig_299	2003	14	-	-	1	299
contig_301	1663	6	-	+	2	301
contig_306	7458	15	-	-	2	-427,306,393,497,497
contig_307	1088	16	-	+	1	307
contig_308	1951	6	-	-	1	-863,308
contig_312	820	8	-	+	1	312
contig_313	6177	11	-	-	1	313,824,824,393,497,497
contig_316	3830	11	-	-	1	316
contig_318	11120	5	-	-	1	-886,397,397,318
contig_319	10067	28	-	+	1	319
contig_320	14711	7	-	-	1	247,-611,320
contig_322	586	1	-	-	1	322
contig_324	1336	7	-	-	1	324
contig_331	7051	27	-	-	2	331
contig_333	3884	13	-	-	1	333,-336,155
contig_334	780	2	-	+	3	334
contig_335	894	0	-	-	1	335
contig_339	2460	61	-	-	1	339
contig_340	465	0	-	+	3	340
contig_344	2277	13	-	+	2	344
contig_345	1529	57	-	+	2	345
contig_347	910	9	-	+	1	347
contig_350	574	39	-	+	3	350
contig_352	3009	89	-	+	2	352
contig_353	2270	2	-	-	1	353
contig_354	7189	45	-	+	1	354
contig_355	4011	17	-	-	1	355
contig_356	1462	61	-	+	2	356
contig_358	1820	76	-	+	2	358
contig_361	3787	6	-	-	1	361,-302
contig_362	3779	54	-	+	4	362
contig_364	1106	74	-	+	2	364
contig_366	22157	39	-	-	2	-149,366,792
contig_367	1267	1	-	-	1	367
contig_371	8697	18	-	-	1	880,663,663,371,-370,650,650
contig_372	204	0	-	-	1	372
contig_374	10286	19	-	-	1	374,-867,555,467,-287,351
contig_375	570	6	-	+	3	375
contig_376	1056	2	-	-	1	376
contig_381	1838	19	-	+	1	381
contig_382	9485	1	-	-	1	748,382,648,-541
contig_383	889	49	-	+	9167	383
contig_389	810	2	-	+	9	389
contig_391	5827	17	-	-	1	391
contig_394	8001	17	-	-	1	-449,-448,394,-853
contig_398	5423	7	-	-	1	*,-288,289,398
contig_400	2047	15	-	-	1	*,400,*
contig_401	734	4	-	-	1	401
contig_402	4983	5	-	-	1	444,402
contig_403	13623	21	-	-	1	*,-288,289,403,546
contig_411	21304	15	-	-	1	411,149
contig_414	20002	11	-	-	1	-272,414,412
contig_415	584	15	-	-	1	415
contig_420	7630	11	-	-	1	-886,-886,397,397,420,-699
contig_426	1140	53	-	+	3	426
contig_428	580	46	-	+	3	428
contig_429	57578	36	-	-	1	-709,-435,429
contig_432	616	5	-	+	4	432
contig_436	793	74	-	+	8	436
contig_437	8463	15	-	-	1	647,437
contig_439	15755	13	-	-	1	325,-328,-248,265,-549,-855,574,439,-421,871
contig_440	3447	10	-	+	2	440
contig_442	916	50	-	+	2	442
contig_445	18139	15	-	-	1	-477,712,445,126
contig_450	3254	16	-	-	1	450
contig_451	1294	6	-	-	1	*,451
contig_453	24348	34	-	-	1	669,453,-533
contig_454	27290	28	-	-	1	208,454,-159,-369
contig_455	13784	8	-	-	1	-792,-653,455,680,202,677,677
contig_456	21184	25	-	-	1	456
contig_460	4170	4	-	-	1	-249,-811,311,460
contig_463	888	7	-	+	8	463
contig_464	27952	22	-	-	1	243,-605,464,878
contig_470	607	10	-	+	2	470
contig_473	5347	14	-	+	1	*,473,*
contig_476	4639	6	-	+	1	476
contig_478	21370	13	-	-	1	478,239
contig_479	3587	11	-	-	1	479,-726
contig_480	1368	6	-	-	1	480
contig_482	15135	19	-	-	1	482
contig_483	2594	21	-	-	1	*,483,*
contig_485	9877	3	-	-	1	-149,485,-259
contig_487	1641	111	-	+	4	487
contig_489	9388	32	-	-	2	-155,489,571
contig_490	13481	14	-	-	1	592,-384,587,490,517,-746
contig_494	9022	3	-	-	1	494,-211,530
contig_499	7413	36	-	-	1	499,-809,-587,384,-592
contig_501	1219	55	-	+	1	501
contig_502	2111	84	-	+	4	502
contig_505	582	2	-	+	3	505
contig_507	4171	1	-	-	1	462,507,863,850
contig_509	3813	14	-	-	1	166,-535,509
contig_511	4842	11	-	-	1	-385,-387,511,508
contig_515	2349	14	+	-	1	515
contig_516	1151	4	-	+	1	516
contig_519	1509	10	-	+	4	519
contig_520	838	142	-	+	8	520
contig_523	591	0	-	-	1	523
contig_524	6910	4	-	-	1	484,524,348,-484
contig_525	3496	14	-	-	1	525,792
contig_526	18716	20	-	-	1	-552,526
contig_527	8325	39	-	-	2	-677,-677,-680,527,-594
contig_528	1727	8	-	-	1	528
contig_536	7193	34	-	-	1	-773,536,826
contig_540	6614	8	-	-	1	540,822
contig_544	14677	20	-	-	1	-615,-249,-811,498,544,-881,-471,396,666,884,-512,656
contig_548	2299	25	-	-	1	*,548,*
contig_553	4430	1	-	-	1	-666,-396,471,881,553
contig_556	964	2	-	+	5	556
contig_558	935	21	-	+	2	558
contig_561	908	28	-	+	4	561
contig_563	539	5	-	+	1	563
contig_564	10081	24	-	-	1	564,-216
contig_566	1948	3	-	+	2	566
contig_570	2097	22	-	-	1	*,570,*
contig_576	3311	70	+	-	1	576
contig_577	1354	28	-	+	5	577
contig_579	10934	1	-	-	1	207,-517,579,412,529,529
contig_580	6245	51	-	-	1	-567,-567,-567,231,580
contig_583	5987	39	-	+	2	583
contig_588	670	27	-	+	1	588
contig_589	908	0	-	+	2	589
contig_590	1717	8	-	-	1	302,590,63
contig_591	2032	55	-	+	3	591
contig_593	670	74	-	+	2	593
contig_595	560	1	-	+	18	595
contig_598	5367	2	-	-	1	598,-252,346
contig_599	29688	16	-	-	1	-878,-497,-497,-393,599,605,-243
contig_603	9099	6	-	-	1	-677,-677,722,603,-408
contig_604	8767	69	-	+	2	604
contig_606	13689	3	-	-	1	-249,-811,606,-336,155
contig_607	7008	12	-	-	1	607,-559,764,447,869
contig_609	16283	23	-	-	1	609,240
contig_612	8560	14	-	-	1	612
contig_613	6221	16	-	-	1	-323,613,811,249
contig_626	787	52	-	+	3	626
contig_627	3099	77	-	+	2	627
contig_628	7976	20	-	-	1	628
contig_630	2888	18	-	-	1	630
contig_631	561	8	-	+	1	631
contig_632	26563	12	-	-	1	632,496
contig_633	671	19	-	+	6	633
contig_635	1532	62	-	+	3	635
contig_636	7393	5	-	-	1	853,461,461,636,532,813
contig_637	3624	33	-	-	1	670,-802,614,614,637
contig_638	3669	12	-	-	1	638
contig_639	1837	152	-	-	1	639
contig_640	9320	16	-	-	1	640
contig_644	2227	33	-	-	1	*,644,*
contig_646	3000	8	-	-	1	-803,-799,-799,646
contig_652	664	1	-	+	4	652
contig_654	23088	18	-	-	1	-212,236,706,654,724,-823,684,190
contig_655	2049	31	-	-	1	*,655,*
contig_660	796	1	-	+	4	660
contig_661	857	12	-	-	1	661
contig_664	4439	5	-	-	1	664,846
contig_667	17460	23	-	-	1	-240,667
contig_668	1449	76	-	+	3	668
contig_672	794	4	-	+	7	672
contig_674	3251	24	-	-	1	*,674,*
contig_675	3052	7	-	-	1	-212,675
contig_676	17573	17	-	-	1	676,-250
contig_679	11454	9	-	-	1	486,679,-438
contig_683	2834	15	-	-	1	683,886
contig_685	663	1	-	+	3	685
contig_689	4621	9	-	-	1	-497,-393,689
contig_690	6852	25	-	-	1	-202,690
contig_692	507	8	-	+	1	692
contig_694	1819	2	-	+	1	694
contig_695	1456	0	-	+	2	695
contig_700	17527	14	-	-	1	700,239
contig_703	1867	3	-	-	1	-392,703
contig_704	9744	11	-	-	1	704,-866
contig_713	2072	17	-	-	1	*,713,*
contig_716	2972	0	-	-	1	716
contig_717	10803	5	-	-	1	-602,717,817,517,410
contig_720	550	1	-	+	1	720
contig_721	2606	9	-	-	1	721
contig_723	7790	52	-	-	1	723,209,586
contig_727	337	0	-	+	1	727
contig_729	682	3	-	-	1	729
contig_730	3406	5	-	-	1	730,641
contig_731	2104	19	-	+	1	731
contig_734	855	52	-	+	3	734
contig_738	8627	75	-	-	2	738,466,466,800,-498,615
contig_739	10069	16	-	-	1	-568,-701,739,-538
contig_740	977	1	-	-	1	740
contig_742	659	65	-	+	4	742
contig_747	702	65	-	+	4	747
contig_749	1279	128	-	+	8	749
contig_750	8743	17	-	-	1	750
contig_751	5400	16	-	-	1	853,461,751,466,466,800,-498,615,615
contig_752	1404	8	-	-	1	752,-697
contig_754	6060	5	-	-	1	-662,754,-793,-317
contig_755	823	5	-	+	7	755
contig_756	8477	18	-	-	1	-691,493,493,493,756,-298,555,467,-287,351
contig_760	4956	5	-	-	1	823,760
contig_763	5887	52	-	-	1	-404,-223,763,-707
contig_765	2128	2	-	-	1	765
contig_766	487	1	-	+	1	766
contig_767	1966	73	-	+	4	767
contig_768	1552	5	-	-	1	768
contig_769	635	2	-	-	1	769
contig_770	7505	15	-	-	1	770
contig_774	2167	5	-	-	1	774
contig_776	1281	6	-	+	1	776
contig_777	4944	3	-	-	1	777
contig_779	5045	65	-	+	2	779
contig_780	1044	2	-	-	1	780
contig_784	972	2	-	+	1	784
contig_785	5539	1	-	-	1	444,785
contig_786	7295	9	-	-	1	786,-678
contig_789	2559	1	-	-	1	-412,789
contig_790	1825	103	-	+	3	790
contig_791	835	7	-	+	2	791
contig_794	6572	12	-	-	1	794,622,800
contig_795	651	3	-	+	5	795
contig_804	646	1	-	+	3	804
contig_807	970	19	-	+	1	807
contig_808	658	40	-	+	2	808
contig_812	10275	22	-	-	1	565,812
contig_814	4993	17	-	-	1	-684,823,-724,814
contig_815	3215	3	-	-	1	853,461,815,800,-498
contig_816	22914	46	-	-	1	416,816
contig_819	1296	28	-	+	2	819
contig_820	1782	1	-	+	2	820
contig_825	1929	4	-	+	5	825
contig_827	1434	1	-	+	1	827
contig_830	26825	23	-	-	1	416,830,617,*
contig_832	12349	17	-	-	1	-214,832
contig_833	1008	5	-	+	2	833
contig_834	574	1	-	+	3	834
contig_835	722	0	-	-	1	835,-744
contig_836	306	0	-	-	1	836
contig_838	2776	10	-	+	1	838
contig_843	2574	21	-	-	1	843
contig_848	568	5	-	+	3	848
contig_851	754	0	-	+	1	851
contig_852	700	5	-	-	1	852
contig_854	1223	2	-	-	1	510,854,-491
contig_858	579	8	-	+	7	858
contig_859	553	1	-	+	4	859
contig_865	520	47	-	+	4	865
contig_868	784	6	-	+	1	868
contig_874	886	41	-	+	3	874
contig_875	1108	7	-	+	5	875
contig_887	9423	42	-	-	1	887,585,885,551,862,862,862,223,404
contig_888	6112	2	-	-	1	888,255
contig_890	2688	5	-	-	1	678,890
